icd9_code	icd9_phe	potential_matches
94810	Burn [any degree] involving 10-19 percent of body surface with third degree burn, less than 10 percent or unspecified	ICD10_code:T3210:phenoname:Corrosions involving 10-19% of body surface with 0% to 9% third degree corrosion|ICD10_code:T3110:phenoname:Burns involving 10-19% of body surface with 0% to 9% third degree burns
94811	Burn [any degree] involving 10-19 percent of body surface with third degree burn, 10-19%	ICD10_code:T3211:phenoname:Corrosions involving 10-19% of body surface with 10-19% third degree corrosion|ICD10_code:T3111:phenoname:Burns involving 10-19% of body surface with 10-19% third degree burns
9490	Burn of unspecified site, unspecified degree	ICD10_code:T304:phenoname:Corrosion of unspecified body region, unspecified degree|ICD10_code:T300:phenoname:Burn of unspecified body region, unspecified degree
9491	Erythema [first degree], unspecified site	
9492	Blisters, epidermal loss [second degree], unspecified site	
9493	Full-thickness skin loss [third degree nos]	
95200	C1-C4 level with unspecified spinal cord injury	ICD10_code:S14104A:phenoname:Unspecified injury at C4 level of cervical spinal cord, initial encounter|ICD10_code:S14103A:phenoname:Unspecified injury at C3 level of cervical spinal cord, initial encounter|ICD10_code:S14102A:phenoname:Unspecified injury at C2 level of cervical spinal cord, initial encounter|ICD10_code:S14101A:phenoname:Unspecified injury at C1 level of cervical spinal cord, initial encounter
95203	C1-C4 level with central cord syndrome	ICD10_code:S14124A:phenoname:Central cord syndrome at C4 level of cervical spinal cord, initial encounter|ICD10_code:S14123A:phenoname:Central cord syndrome at C3 level of cervical spinal cord, initial encounter|ICD10_code:S14122A:phenoname:Central cord syndrome at C2 level of cervical spinal cord, initial encounter|ICD10_code:S14121A:phenoname:Central cord syndrome at C1 level of cervical spinal cord, initial encounter
95205	C5-C7 level with unspecified spinal cord injury	ICD10_code:S14108A:phenoname:Unspecified injury at C8 level of cervical spinal cord, initial encounter|ICD10_code:S14107A:phenoname:Unspecified injury at C7 level of cervical spinal cord, initial encounter|ICD10_code:S14106A:phenoname:Unspecified injury at C6 level of cervical spinal cord, initial encounter|ICD10_code:S14105A:phenoname:Unspecified injury at C5 level of cervical spinal cord, initial encounter
95208	C5-C7 level with central cord syndrome	ICD10_code:S14128A:phenoname:Central cord syndrome at C8 level of cervical spinal cord, initial encounter|ICD10_code:S14127A:phenoname:Central cord syndrome at C7 level of cervical spinal cord, initial encounter|ICD10_code:S14126A:phenoname:Central cord syndrome at C6 level of cervical spinal cord, initial encounter|ICD10_code:S14125A:phenoname:Central cord syndrome at C5 level of cervical spinal cord, initial encounter
95210	T1-T6 level with unspecified spinal cord injury	ICD10_code:S24102A:phenoname:Unspecified injury at T2-T6 level of thoracic spinal cord, initial encounter|ICD10_code:S24101A:phenoname:Unspecified injury at T1 level of thoracic spinal cord, initial encounter
95215	T7-T12 level with unspecified spinal cord injury	ICD10_code:S24104A:phenoname:Unspecified injury at T11-T12 level of thoracic spinal cord, initial encounter|ICD10_code:S24103A:phenoname:Unspecified injury at T7-T10 level of thoracic spinal cord, initial encounter
9529	Unspecified site of spinal cord injury without evidence of spinal bone injury	ICD10_code:S34139A:phenoname:Unspecified injury to sacral spinal cord, initial encounter|ICD10_code:S34109A:phenoname:Unspecified injury to unspecified level of lumbar spinal cord, initial encounter|ICD10_code:S24109A:phenoname:Unspecified injury at unspecified level of thoracic spinal cord, initial encounter|ICD10_code:S14109A:phenoname:Unspecified injury at unspecified level of cervical spinal cord, initial encounter
9539	Injury to unspecified site of nerve roots and spinal plexus	ICD10_code:S344XXA:phenoname:Injury of lumbosacral plexus, initial encounter|ICD10_code:S3422XA:phenoname:Injury of nerve root of sacral spine, initial encounter|ICD10_code:S3421XA:phenoname:Injury of nerve root of lumbar spine, initial encounter|ICD10_code:S242XXA:phenoname:Injury of nerve root of thoracic spine, initial encounter|ICD10_code:S142XXA:phenoname:Injury of nerve root of cervical spine, initial encounter
9557	Injury to other specified nerve(s) of shoulder girdle and upper limb	
9563	Injury to peroneal nerve	
9564	Injury to cutaneous sensory nerve, lower limb	ICD10_code:S9430XA:phenoname:Injury of cutaneous sensory nerve at ankle and foot level, unspecified leg, initial encounter|ICD10_code:S8420XA:phenoname:Injury of cutaneous sensory nerve at lower leg level, unspecified leg, initial encounter|ICD10_code:S7420XA:phenoname:Injury of cutaneous sensory nerve at hip and thigh level, unspecified leg, initial encounter
9569	Injury to unspecified nerve of pelvic girdle and lower limb	ICD10_code:S9490XA:phenoname:Injury of unspecified nerve at ankle and foot level, unspecified leg, initial encounter|ICD10_code:S8490XA:phenoname:Injury of unspecified nerve at lower leg level, unspecified leg, initial encounter|ICD10_code:S7490XA:phenoname:Injury of unspecified nerve at hip and thigh level, unspecified leg, initial encounter
959	Injury, other and unspecified	
9590	Other and unspecified injury to head, face, and neck	
95901	Head injury, unspecified	ICD10_code:S0990XA:phenoname:Unspecified injury of head, initial encounter|ICD10_code:S098XXA:phenoname:Other specified injuries of head, initial encounter
95909	Injury of face and neck	ICD10_code:S199XXA:phenoname:Unspecified injury of neck, initial encounter|ICD10_code:S0993XA:phenoname:Unspecified injury of face, initial encounter
9591	Other and unspecified injury to trunk	
9592	Shoulder and upper arm injury	ICD10_code:S4990XA:phenoname:Unspecified injury of shoulder and upper arm, unspecified arm, initial encounter|ICD10_code:S4980XA:phenoname:Other specified injuries of shoulder and upper arm, unspecified arm, initial encounter
9593	Elbow, forearm, and wrist injury	ICD10_code:S6990XA:phenoname:Unspecified injury of unspecified wrist, hand and finger(s), initial encounter|ICD10_code:S6980XA:phenoname:Other specified injuries of unspecified wrist, hand and finger(s), initial encounter|ICD10_code:S59919A:phenoname:Unspecified injury of unspecified forearm, initial encounter|ICD10_code:S59909A:phenoname:Unspecified injury of unspecified elbow, initial encounter|ICD10_code:S59819A:phenoname:Other specified injuries unspecified forearm, initial encounter|ICD10_code:S59809A:phenoname:Other specified injuries of unspecified elbow, initial encounter
9594	Hand, except finger injury	ICD10_code:S6990XA:phenoname:Unspecified injury of unspecified wrist, hand and finger(s), initial encounter|ICD10_code:S6980XA:phenoname:Other specified injuries of unspecified wrist, hand and finger(s), initial encounter
9595	Finger injury	ICD10_code:S6990XA:phenoname:Unspecified injury of unspecified wrist, hand and finger(s), initial encounter|ICD10_code:S6980XA:phenoname:Other specified injuries of unspecified wrist, hand and finger(s), initial encounter
9596	Hip and thigh injury	ICD10_code:S79929A:phenoname:Unspecified injury of unspecified thigh, initial encounter|ICD10_code:S79919A:phenoname:Unspecified injury of unspecified hip, initial encounter|ICD10_code:S79829A:phenoname:Other specified injuries of unspecified thigh, initial encounter|ICD10_code:S79819A:phenoname:Other specified injuries of unspecified hip, initial encounter
9597	Knee, leg, ankle, and foot injury	ICD10_code:S99919A:phenoname:Unspecified injury of unspecified ankle, initial encounter|ICD10_code:S99819A:phenoname:Other specified injuries of unspecified ankle, initial encounter|ICD10_code:S8990XA:phenoname:Unspecified injury of unspecified lower leg, initial encounter|ICD10_code:S8980XA:phenoname:Other specified injuries of unspecified lower leg, initial encounter
9614	Poisoning by antimalarials and drugs acting on other blood protozoa	ICD10_code:T372X4A:phenoname:Poisoning by antimalarials and drugs acting on other blood protozoa, undetermined, initial encounter|ICD10_code:T372X3A:phenoname:Poisoning by antimalarials and drugs acting on other blood protozoa, assault, initial encounter|ICD10_code:T372X2A:phenoname:Poisoning by antimalarials and drugs acting on other blood protozoa, intentional self-harm, initial encounter|ICD10_code:T372X1A:phenoname:Poisoning by antimalarials and drugs acting on other blood protozoa, accidental (unintentional), initial encounter
96500	Poisoning by opium (alkaloids), unspecified	ICD10_code:T400X4A:phenoname:Poisoning by opium, undetermined, initial encounter|ICD10_code:T400X3A:phenoname:Poisoning by opium, assault, initial encounter|ICD10_code:T400X2A:phenoname:Poisoning by opium, intentional self-harm, initial encounter|ICD10_code:T400X1A:phenoname:Poisoning by opium, accidental (unintentional), initial encounter
96501	Poisoning by heroin	ICD10_code:T401X4A:phenoname:Poisoning by heroin, undetermined, initial encounter|ICD10_code:T401X3A:phenoname:Poisoning by heroin, assault, initial encounter|ICD10_code:T401X2A:phenoname:Poisoning by heroin, intentional self-harm, initial encounter|ICD10_code:T401X1A:phenoname:Poisoning by heroin, accidental (unintentional), initial encounter
96502	Poisoning by methadone	ICD10_code:T403X4A:phenoname:Poisoning by methadone, undetermined, initial encounter|ICD10_code:T403X3A:phenoname:Poisoning by methadone, assault, initial encounter|ICD10_code:T403X2A:phenoname:Poisoning by methadone, intentional self-harm, initial encounter|ICD10_code:T403X1A:phenoname:Poisoning by methadone, accidental (unintentional), initial encounter
96509	Poisoning by other opiates and related narcotics	ICD10_code:T40694A:phenoname:Poisoning by other narcotics, undetermined, initial encounter|ICD10_code:T40693A:phenoname:Poisoning by other narcotics, assault, initial encounter|ICD10_code:T40692A:phenoname:Poisoning by other narcotics, intentional self-harm, initial encounter|ICD10_code:T40691A:phenoname:Poisoning by other narcotics, accidental (unintentional), initial encounter|ICD10_code:T40604A:phenoname:Poisoning by unspecified narcotics, undetermined, initial encounter|ICD10_code:T40603A:phenoname:Poisoning by unspecified narcotics, assault, initial encounter|ICD10_code:T40602A:phenoname:Poisoning by unspecified narcotics, intentional self-harm, initial encounter|ICD10_code:T40601A:phenoname:Poisoning by unspecified narcotics, accidental (unintentional), initial encounter|ICD10_code:T404X4A:phenoname:Poisoning by other synthetic narcotics, undetermined, initial encounter|ICD10_code:T404X3A:phenoname:Poisoning by other synthetic narcotics, assault, initial encounter|ICD10_code:T404X2A:phenoname:Poisoning by other synthetic narcotics, intentional self-harm, initial encounter|ICD10_code:T404X1A:phenoname:Poisoning by other synthetic narcotics, accidental (unintentional), initial encounter|ICD10_code:T402X4A:phenoname:Poisoning by other opioids, undetermined, initial encounter|ICD10_code:T402X3A:phenoname:Poisoning by other opioids, assault, initial encounter|ICD10_code:T402X2A:phenoname:Poisoning by other opioids, intentional self-harm, initial encounter|ICD10_code:T402X1A:phenoname:Poisoning by other opioids, accidental (unintentional), initial encounter
9658	Poisoning by other specified analgesics and antipyretics	ICD10_code:T398X4A:phenoname:Poisoning by other nonopioid analgesics and antipyretics, not elsewhere classified, undetermined, initial encounter|ICD10_code:T398X3A:phenoname:Poisoning by other nonopioid analgesics and antipyretics, not elsewhere classified, assault, initial encounter|ICD10_code:T398X2A:phenoname:Poisoning by other nonopioid analgesics and antipyretics, not elsewhere classified, intentional self-harm, initial encounter|ICD10_code:T398X1A:phenoname:Poisoning by other nonopioid analgesics and antipyretics, not elsewhere classified, accidental (unintentional), initial encounter
9663	Poisoning by other and unspecified anticonvulsants	ICD10_code:T4274XA:phenoname:Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, undetermined, initial encounter|ICD10_code:T4273XA:phenoname:Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, assault, initial encounter|ICD10_code:T4272XA:phenoname:Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, intentional self-harm, initial encounter|ICD10_code:T4271XA:phenoname:Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, accidental (unintentional), initial encounter|ICD10_code:T426X4A:phenoname:Poisoning by other antiepileptic and sedative-hypnotic drugs, undetermined, initial encounter|ICD10_code:T426X3A:phenoname:Poisoning by other antiepileptic and sedative-hypnotic drugs, assault, initial encounter|ICD10_code:T426X2A:phenoname:Poisoning by other antiepileptic and sedative-hypnotic drugs, intentional self-harm, initial encounter|ICD10_code:T426X1A:phenoname:Poisoning by other antiepileptic and sedative-hypnotic drugs, accidental (unintentional), initial encounter|ICD10_code:T425X4A:phenoname:Poisoning by mixed antiepileptics, undetermined, initial encounter|ICD10_code:T425X3A:phenoname:Poisoning by mixed antiepileptics, assault, initial encounter|ICD10_code:T425X2A:phenoname:Poisoning by mixed antiepileptics, intentional self-harm, initial encounter|ICD10_code:T425X1A:phenoname:Poisoning by mixed antiepileptics, accidental (unintentional), initial encounter|ICD10_code:T421X4A:phenoname:Poisoning by iminostilbenes, undetermined, initial encounter|ICD10_code:T421X3A:phenoname:Poisoning by iminostilbenes, assault, initial encounter|ICD10_code:T421X2A:phenoname:Poisoning by iminostilbenes, intentional self-harm, initial encounter|ICD10_code:T421X1A:phenoname:Poisoning by iminostilbenes, accidental (unintentional), initial encounter
9678	Poisoning by other sedatives and hypnotics	ICD10_code:T426X4A:phenoname:Poisoning by other antiepileptic and sedative-hypnotic drugs, undetermined, initial encounter|ICD10_code:T426X3A:phenoname:Poisoning by other antiepileptic and sedative-hypnotic drugs, assault, initial encounter|ICD10_code:T426X2A:phenoname:Poisoning by other antiepileptic and sedative-hypnotic drugs, intentional self-harm, initial encounter|ICD10_code:T426X1A:phenoname:Poisoning by other antiepileptic and sedative-hypnotic drugs, accidental (unintentional), initial encounter
9680	Poisoning by central nervous system muscle-tone depressants	ICD10_code:T428X4A:phenoname:Poisoning by antiparkinsonism drugs and other central muscle-tone depressants, undetermined, initial encounter|ICD10_code:T428X3A:phenoname:Poisoning by antiparkinsonism drugs and other central muscle-tone depressants, assault, initial encounter|ICD10_code:T428X2A:phenoname:Poisoning by antiparkinsonism drugs and other central muscle-tone depressants, intentional self-harm, initial encounter|ICD10_code:T428X1A:phenoname:Poisoning by antiparkinsonism drugs and other central muscle-tone depressants, accidental (unintentional), initial encounter
9698	Poisoning by other specified psychotropic agents	ICD10_code:T438X4A:phenoname:Poisoning by other psychotropic drugs, undetermined, initial encounter|ICD10_code:T438X3A:phenoname:Poisoning by other psychotropic drugs, assault, initial encounter|ICD10_code:T438X2A:phenoname:Poisoning by other psychotropic drugs, intentional self-harm, initial encounter|ICD10_code:T438X1A:phenoname:Poisoning by other psychotropic drugs, accidental (unintentional), initial encounter
9708	Poisoning by other specified central nervous system stimulants	
97081	Poisoning by cocaine	ICD10_code:T405X4A:phenoname:Poisoning by cocaine, undetermined, initial encounter|ICD10_code:T405X3A:phenoname:Poisoning by cocaine, assault, initial encounter|ICD10_code:T405X2A:phenoname:Poisoning by cocaine, intentional self-harm, initial encounter|ICD10_code:T405X1A:phenoname:Poisoning by cocaine, accidental (unintentional), initial encounter
9711	Poisoning by parasympatholytics (anticholinergics and antimuscarinics) and spasmolytics	ICD10_code:T443X4A:phenoname:Poisoning by other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, undetermined, initial encounter|ICD10_code:T443X3A:phenoname:Poisoning by other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, assault, initial encounter|ICD10_code:T443X2A:phenoname:Poisoning by other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, intentional self-harm, initial encounter|ICD10_code:T443X1A:phenoname:Poisoning by other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, accidental (unintentional), initial encounter
9712	Poisoning by sympathomimetics [adrenergics]	ICD10_code:T445X4A:phenoname:Poisoning by predominantly beta-adrenoreceptor agonists, undetermined, initial encounter|ICD10_code:T445X3A:phenoname:Poisoning by predominantly beta-adrenoreceptor agonists, assault, initial encounter|ICD10_code:T445X2A:phenoname:Poisoning by predominantly beta-adrenoreceptor agonists, intentional self-harm, initial encounter|ICD10_code:T445X1A:phenoname:Poisoning by predominantly beta-adrenoreceptor agonists, accidental (unintentional), initial encounter|ICD10_code:T444X4A:phenoname:Poisoning by predominantly alpha-adrenoreceptor agonists, undetermined, initial encounter|ICD10_code:T444X3A:phenoname:Poisoning by predominantly alpha-adrenoreceptor agonists, assault, initial encounter|ICD10_code:T444X2A:phenoname:Poisoning by predominantly alpha-adrenoreceptor agonists, intentional self-harm, initial encounter|ICD10_code:T444X1A:phenoname:Poisoning by predominantly alpha-adrenoreceptor agonists, accidental (unintentional), initial encounter
9713	Poisoning by sympatholytics [antiadrenergics]	ICD10_code:T448X4A:phenoname:Poisoning by centrally-acting and adrenergic-neuron-blocking agents, undetermined, initial encounter|ICD10_code:T448X3A:phenoname:Poisoning by centrally-acting and adrenergic-neuron-blocking agents, assault, initial encounter|ICD10_code:T448X2A:phenoname:Poisoning by centrally-acting and adrenergic-neuron-blocking agents, intentional self-harm, initial encounter|ICD10_code:T448X1A:phenoname:Poisoning by centrally-acting and adrenergic-neuron-blocking agents, accidental (unintentional), initial encounter|ICD10_code:T447X4A:phenoname:Poisoning by beta-adrenoreceptor antagonists, undetermined, initial encounter|ICD10_code:T447X3A:phenoname:Poisoning by beta-adrenoreceptor antagonists, assault, initial encounter|ICD10_code:T447X2A:phenoname:Poisoning by beta-adrenoreceptor antagonists, intentional self-harm, initial encounter|ICD10_code:T447X1A:phenoname:Poisoning by beta-adrenoreceptor antagonists, accidental (unintentional), initial encounter|ICD10_code:T446X4A:phenoname:Poisoning by alpha-adrenoreceptor antagonists, undetermined, initial encounter|ICD10_code:T446X3A:phenoname:Poisoning by alpha-adrenoreceptor antagonists, assault, initial encounter|ICD10_code:T446X2A:phenoname:Poisoning by alpha-adrenoreceptor antagonists, intentional self-harm, initial encounter|ICD10_code:T446X1A:phenoname:Poisoning by alpha-adrenoreceptor antagonists, accidental (unintentional), initial encounter
9720	Poisoning by cardiac rhythm regulators	ICD10_code:T462X4A:phenoname:Poisoning by other antidysrhythmic drugs, undetermined, initial encounter|ICD10_code:T462X3A:phenoname:Poisoning by other antidysrhythmic drugs, assault, initial encounter|ICD10_code:T462X2A:phenoname:Poisoning by other antidysrhythmic drugs, intentional self-harm, initial encounter|ICD10_code:T462X1A:phenoname:Poisoning by other antidysrhythmic drugs, accidental (unintentional), initial encounter
9726	Poisoning by other antihypertensive agents	ICD10_code:T465X4A:phenoname:Poisoning by other antihypertensive drugs, undetermined, initial encounter|ICD10_code:T465X3A:phenoname:Poisoning by other antihypertensive drugs, assault, initial encounter|ICD10_code:T465X2A:phenoname:Poisoning by other antihypertensive drugs, intentional self-harm, initial encounter|ICD10_code:T465X1A:phenoname:Poisoning by other antihypertensive drugs, accidental (unintentional), initial encounter|ICD10_code:T464X4A:phenoname:Poisoning by angiotensin-converting-enzyme inhibitors, undetermined, initial encounter|ICD10_code:T464X3A:phenoname:Poisoning by angiotensin-converting-enzyme inhibitors, assault, initial encounter|ICD10_code:T464X2A:phenoname:Poisoning by angiotensin-converting-enzyme inhibitors, intentional self-harm, initial encounter|ICD10_code:T464X1A:phenoname:Poisoning by angiotensin-converting-enzyme inhibitors, accidental (unintentional), initial encounter
9729	Poisoning by other and unspecified agents primarily affecting the cardiovascular system	ICD10_code:T46994A:phenoname:Poisoning by other agents primarily affecting the cardiovascular system, undetermined, initial encounter|ICD10_code:T46993A:phenoname:Poisoning by other agents primarily affecting the cardiovascular system, assault, initial encounter|ICD10_code:T46992A:phenoname:Poisoning by other agents primarily affecting the cardiovascular system, intentional self-harm, initial encounter|ICD10_code:T46991A:phenoname:Poisoning by other agents primarily affecting the cardiovascular system, accidental (unintentional), initial encounter|ICD10_code:T46904A:phenoname:Poisoning by unspecified agents primarily affecting the cardiovascular system, undetermined, initial encounter|ICD10_code:T46903A:phenoname:Poisoning by unspecified agents primarily affecting the cardiovascular system, assault, initial encounter|ICD10_code:T46902A:phenoname:Poisoning by unspecified agents primarily affecting the cardiovascular system, intentional self-harm, initial encounter|ICD10_code:T46901A:phenoname:Poisoning by unspecified agents primarily affecting the cardiovascular system, accidental (unintentional), initial encounter|ICD10_code:T461X4A:phenoname:Poisoning by calcium-channel blockers, undetermined, initial encounter|ICD10_code:T461X3A:phenoname:Poisoning by calcium-channel blockers, assault, initial encounter|ICD10_code:T461X2A:phenoname:Poisoning by calcium-channel blockers, intentional self-harm, initial encounter|ICD10_code:T461X1A:phenoname:Poisoning by calcium-channel blockers, accidental (unintentional), initial encounter
9778	Poisoning by other specified drugs and medicinal substances	ICD10_code:T508X4A:phenoname:Poisoning by diagnostic agents, undetermined, initial encounter|ICD10_code:T508X3A:phenoname:Poisoning by diagnostic agents, assault, initial encounter|ICD10_code:T508X2A:phenoname:Poisoning by diagnostic agents, intentional self-harm, initial encounter|ICD10_code:T508X1A:phenoname:Poisoning by diagnostic agents, accidental (unintentional), initial encounter
9779	Poisoning by unspecified drug or medicinal substance	ICD10_code:T50904A:phenoname:Poisoning by unspecified drugs, medicaments and biological substances, undetermined, initial encounter|ICD10_code:T50903A:phenoname:Poisoning by unspecified drugs, medicaments and biological substances, assault, initial encounter|ICD10_code:T50902A:phenoname:Poisoning by unspecified drugs, medicaments and biological substances, intentional self-harm, initial encounter|ICD10_code:T50901A:phenoname:Poisoning by unspecified drugs, medicaments and biological substances, accidental (unintentional), initial encounter
9849	Toxic effect of unspecified lead compound	ICD10_code:T560X4A:phenoname:Toxic effect of lead and its compounds, undetermined, initial encounter|ICD10_code:T560X3A:phenoname:Toxic effect of lead and its compounds, assault, initial encounter|ICD10_code:T560X2A:phenoname:Toxic effect of lead and its compounds, intentional self-harm, initial encounter|ICD10_code:T560X1A:phenoname:Toxic effect of lead and its compounds, accidental (unintentional), initial encounter|ICD10_code:M1A10X1:phenoname:Lead-induced chronic gout, unspecified site, with tophus (tophi)
9858	Toxic effect of other specified metals	ICD10_code:T56894A:phenoname:Toxic effect of other metals, undetermined, initial encounter|ICD10_code:T56893A:phenoname:Toxic effect of other metals, assault, initial encounter|ICD10_code:T56892A:phenoname:Toxic effect of other metals, intentional self-harm, initial encounter|ICD10_code:T56891A:phenoname:Toxic effect of other metals, accidental (unintentional), initial encounter|ICD10_code:T566X4A:phenoname:Toxic effect of tin and its compounds, undetermined, initial encounter|ICD10_code:T566X3A:phenoname:Toxic effect of tin and its compounds, assault, initial encounter|ICD10_code:T566X2A:phenoname:Toxic effect of tin and its compounds, intentional self-harm, initial encounter|ICD10_code:T566X1A:phenoname:Toxic effect of tin and its compounds, accidental (unintentional), initial encounter|ICD10_code:T565X4A:phenoname:Toxic effect of zinc and its compounds, undetermined, initial encounter|ICD10_code:T565X3A:phenoname:Toxic effect of zinc and its compounds, assault, initial encounter|ICD10_code:T565X2A:phenoname:Toxic effect of zinc and its compounds, intentional self-harm, initial encounter|ICD10_code:T565X1A:phenoname:Toxic effect of zinc and its compounds, accidental (unintentional), initial encounter|ICD10_code:T564X4A:phenoname:Toxic effect of copper and its compounds, undetermined, initial encounter|ICD10_code:T564X3A:phenoname:Toxic effect of copper and its compounds, assault, initial encounter|ICD10_code:T564X2A:phenoname:Toxic effect of copper and its compounds, intentional self-harm, initial encounter|ICD10_code:T564X1A:phenoname:Toxic effect of copper and its compounds, accidental (unintentional), initial encounter
9894	Toxic effect of other pesticides, not elsewhere classified	ICD10_code:T6094XA:phenoname:Toxic effect of unspecified pesticide, undetermined, initial encounter|ICD10_code:T6093XA:phenoname:Toxic effect of unspecified pesticide, assault, initial encounter|ICD10_code:T6092XA:phenoname:Toxic effect of unspecified pesticide, intentional self-harm, initial encounter|ICD10_code:T6091XA:phenoname:Toxic effect of unspecified pesticide, accidental (unintentional), initial encounter|ICD10_code:T608X4A:phenoname:Toxic effect of other pesticides, undetermined, initial encounter|ICD10_code:T608X3A:phenoname:Toxic effect of other pesticides, assault, initial encounter|ICD10_code:T608X2A:phenoname:Toxic effect of other pesticides, intentional self-harm, initial encounter|ICD10_code:T608X1A:phenoname:Toxic effect of other pesticides, accidental (unintentional), initial encounter|ICD10_code:T604X4A:phenoname:Toxic effect of rodenticides, undetermined, initial encounter|ICD10_code:T604X3A:phenoname:Toxic effect of rodenticides, assault, initial encounter|ICD10_code:T604X2A:phenoname:Toxic effect of rodenticides, intentional self-harm, initial encounter|ICD10_code:T604X1A:phenoname:Toxic effect of rodenticides, accidental (unintentional), initial encounter|ICD10_code:T602X4A:phenoname:Toxic effect of other insecticides, undetermined, initial encounter|ICD10_code:T602X3A:phenoname:Toxic effect of other insecticides, assault, initial encounter|ICD10_code:T602X2A:phenoname:Toxic effect of other insecticides, intentional self-harm, initial encounter|ICD10_code:T602X1A:phenoname:Toxic effect of other insecticides, accidental (unintentional), initial encounter|ICD10_code:T601X4A:phenoname:Toxic effect of halogenated insecticides, undetermined, initial encounter|ICD10_code:T601X3A:phenoname:Toxic effect of halogenated insecticides, assault, initial encounter|ICD10_code:T601X2A:phenoname:Toxic effect of halogenated insecticides, intentional self-harm, initial encounter|ICD10_code:T601X1A:phenoname:Toxic effect of halogenated insecticides, accidental (unintentional), initial encounter
98982	Toxic effect of latex	ICD10_code:T65814A:phenoname:Toxic effect of latex, undetermined, initial encounter|ICD10_code:T65813A:phenoname:Toxic effect of latex, assault, initial encounter|ICD10_code:T65812A:phenoname:Toxic effect of latex, intentional self-harm, initial encounter|ICD10_code:T65811A:phenoname:Toxic effect of latex, accidental (unintentional), initial encounter
98984	Toxic effect of tobacco	ICD10_code:T65294A:phenoname:Toxic effect of other tobacco and nicotine, undetermined, initial encounter|ICD10_code:T65293A:phenoname:Toxic effect of other tobacco and nicotine, assault, initial encounter|ICD10_code:T65292A:phenoname:Toxic effect of other tobacco and nicotine, intentional self-harm, initial encounter|ICD10_code:T65291A:phenoname:Toxic effect of other tobacco and nicotine, accidental (unintentional), initial encounter|ICD10_code:T65224A:phenoname:Toxic effect of tobacco cigarettes, undetermined, initial encounter|ICD10_code:T65223A:phenoname:Toxic effect of tobacco cigarettes, assault, initial encounter|ICD10_code:T65222A:phenoname:Toxic effect of tobacco cigarettes, intentional self-harm, initial encounter|ICD10_code:T65221A:phenoname:Toxic effect of tobacco cigarettes, accidental (unintentional), initial encounter|ICD10_code:T65214A:phenoname:Toxic effect of chewing tobacco, undetermined, initial encounter|ICD10_code:T65213A:phenoname:Toxic effect of chewing tobacco, assault, initial encounter|ICD10_code:T65212A:phenoname:Toxic effect of chewing tobacco, intentional self-harm, initial encounter|ICD10_code:T65211A:phenoname:Toxic effect of chewing tobacco, accidental (unintentional), initial encounter
