icd9_code	icd9_phe	potential_matches
59582	Irradiation cystitis	ICD10_code:N3041:phenoname:Irradiation cystitis with hematuria|ICD10_code:N3040:phenoname:Irradiation cystitis without hematuria
94421	Blisters, epidermal loss [second degree] of single digit [finger (nail)] other than thumb	ICD10_code:T23629A:phenoname:Corrosion of second degree of unspecified single finger (nail) except thumb, initial encounter|ICD10_code:T23229A:phenoname:Burn of second degree of unspecified single finger (nail) except thumb, initial encounter
52342	Chronic periodontitis, generalized	ICD10_code:K05329:phenoname:Chronic periodontitis, generalized, unspecified severity|ICD10_code:K05323:phenoname:Chronic periodontitis, generalized, severe|ICD10_code:K05322:phenoname:Chronic periodontitis, generalized, moderate|ICD10_code:K05321:phenoname:Chronic periodontitis, generalized, slight
28739	Other primary thrombocytopenia	ICD10_code:D6949:phenoname:Other primary thrombocytopenia|ICD10_code:D693:phenoname:Immune thrombocytopenic purpura
82003	Closed fracture of base of neck of femur	ICD10_code:S72046A:phenoname:Nondisplaced fracture of base of neck of unspecified femur, initial encounter for closed fracture|ICD10_code:S72043A:phenoname:Displaced fracture of base of neck of unspecified femur, initial encounter for closed fracture
83201	Closed anterior dislocation of elbow	ICD10_code:S53116A:phenoname:Anterior dislocation of unspecified ulnohumeral joint, initial encounter|ICD10_code:S53016A:phenoname:Anterior dislocation of unspecified radial head, initial encounter
83809	Closed dislocation of foot, other	ICD10_code:S93336A:phenoname:Other dislocation of unspecified foot, initial encounter|ICD10_code:S93106A:phenoname:Unspecified dislocation of unspecified toe(s), initial encounter
74749	Other anomalies of great veins	ICD10_code:Q268:phenoname:Other congenital malformations of great veins|ICD10_code:Q261:phenoname:Persistent left superior vena cava|ICD10_code:Q260:phenoname:Congenital stenosis of vena cava
75269	Other penile anomalies	ICD10_code:Q5569:phenoname:Other congenital malformation of penis|ICD10_code:Q5563:phenoname:Congenital torsion of penis
7061	Other acne	ICD10_code:L708:phenoname:Other acne|ICD10_code:L701:phenoname:Acne conglobata|ICD10_code:L700:phenoname:Acne vulgaris
71837	Recurrent dislocation of joint, ankle and foot	ICD10_code:M24476:phenoname:Recurrent dislocation, unspecified foot|ICD10_code:M24473:phenoname:Recurrent dislocation, unspecified ankle
8788	Open wound of other and unspecified parts of genital organs (external), without mention of complication	ICD10_code:S31502A:phenoname:Unspecified open wound of unspecified external genital organs, female, initial encounter|ICD10_code:S31501A:phenoname:Unspecified open wound of unspecified external genital organs, male, initial encounter
2720	Pure hypercholesterolemia	ICD10_code:E7801:phenoname:Familial hypercholesterolemia|ICD10_code:E7800:phenoname:Pure hypercholesterolemia, unspecified
65801	Oligohydramnios, delivered, with or without mention of antepartum condition	ICD10_code:O4103X0:phenoname:Oligohydramnios, third trimester, not applicable or unspecified|ICD10_code:O4102X0:phenoname:Oligohydramnios, second trimester, not applicable or unspecified|ICD10_code:O4101X0:phenoname:Oligohydramnios, first trimester, not applicable or unspecified
66882	Other complications of anesthesia or other sedation in labor and delivery, delivered, with mention of postpartum complication	ICD10_code:O898:phenoname:Other complications of anesthesia during the puerperium|ICD10_code:O748:phenoname:Other complications of anesthesia during labor and delivery
31532	Mixed receptive-expressive language disorder	ICD10_code:H9325:phenoname:Central auditory processing disorder|ICD10_code:F802:phenoname:Mixed receptive-expressive language disorder
52460	Temporomandibular joint disorders, unspecified	ICD10_code:M2669:phenoname:Other specified disorders of temporomandibular joint|ICD10_code:M26609:phenoname:Unspecified temporomandibular joint disorder, unspecified side|ICD10_code:M26603:phenoname:Bilateral temporomandibular joint disorder, unspecified|ICD10_code:M26602:phenoname:Left temporomandibular joint disorder, unspecified|ICD10_code:M26601:phenoname:Right temporomandibular joint disorder, unspecified
81601	Closed fracture of middle or proximal phalanx or phalanges of hand	ICD10_code:S62659A:phenoname:Nondisplaced fracture of middle phalanx of unspecified finger, initial encounter for closed fracture|ICD10_code:S62649A:phenoname:Nondisplaced fracture of proximal phalanx of unspecified finger, initial encounter for closed fracture|ICD10_code:S62629A:phenoname:Displaced fracture of middle phalanx of unspecified finger, initial encounter for closed fracture|ICD10_code:S62516A:phenoname:Nondisplaced fracture of proximal phalanx of unspecified thumb, initial encounter for closed fracture|ICD10_code:S62513A:phenoname:Displaced fracture of proximal phalanx of unspecified thumb, initial encounter for closed fracture
78652	Painful respiration	ICD10_code:R0781:phenoname:Pleurodynia|ICD10_code:R071:phenoname:Chest pain on breathing
7019	Unspecified hypertrophic and atrophic conditions of skin	ICD10_code:L987:phenoname:Excessive and redundant skin and subcutaneous tissue|ICD10_code:L919:phenoname:Hypertrophic disorder of the skin, unspecified|ICD10_code:L909:phenoname:Atrophic disorder of skin, unspecified
7935	Nonspecific (abnormal) findings on radiological and other examination of genitourinary organs	ICD10_code:R9349:phenoname:Abnormal radiologic findings on diagnostic imaging of other urinary organs|ICD10_code:R93429:phenoname:Abnormal radiologic findings on diagnostic imaging of unspecified kidney|ICD10_code:R93422:phenoname:Abnormal radiologic findings on diagnostic imaging of left kidney|ICD10_code:R93421:phenoname:Abnormal radiologic findings on diagnostic imaging of right kidney|ICD10_code:R9341:phenoname:Abnormal radiologic findings on diagnostic imaging of renal pelvis, ureter, or bladder
2771	Disorders of porphyrin metabolism	ICD10_code:E8029:phenoname:Other porphyria|ICD10_code:E8020:phenoname:Unspecified porphyria|ICD10_code:E800:phenoname:Hereditary erythropoietic porphyria
8300	Closed dislocation of jaw	ICD10_code:S0303XA:phenoname:Dislocation of jaw, bilateral, initial encounter|ICD10_code:S0302XA:phenoname:Dislocation of jaw, left side, initial encounter|ICD10_code:S0301XA:phenoname:Dislocation of jaw, right side, initial encounter|ICD10_code:S0300XA:phenoname:Dislocation of jaw, unspecified side, initial encounter
1722	Malignant melanoma of skin of ear and external auditory canal	ICD10_code:D0322:phenoname:Melanoma in situ of left ear and external auricular canal|ICD10_code:D0321:phenoname:Melanoma in situ of right ear and external auricular canal|ICD10_code:D0320:phenoname:Melanoma in situ of unspecified ear and external auricular canal|ICD10_code:C4320:phenoname:Malignant melanoma of unspecified ear and external auricular canal
2511	Other specified hypoglycemia	ICD10_code:E161:phenoname:Other hypoglycemia|ICD10_code:E160:phenoname:Drug-induced hypoglycemia without coma
78459	Other speech disturbance	ICD10_code:R4789:phenoname:Other speech disturbances|ICD10_code:R4781:phenoname:Slurred speech|ICD10_code:R4702:phenoname:Dysphasia
87330	Open wound of nose, unspecified site, complicated	ICD10_code:S0124XA:phenoname:Puncture wound with foreign body of nose, initial encounter|ICD10_code:S0122XA:phenoname:Laceration with foreign body of nose, initial encounter
5238	Other specified periodontal diseases	ICD10_code:K063:phenoname:Horizontal alveolar bone loss|ICD10_code:K062:phenoname:Gingival and edentulous alveolar ridge lesions associated with trauma|ICD10_code:K061:phenoname:Gingival enlargement|ICD10_code:K055:phenoname:Other periodontal diseases
1578	Malignant neoplasm of other specified sites of pancreas	ICD10_code:C258:phenoname:Malignant neoplasm of overlapping sites of pancreas|ICD10_code:C257:phenoname:Malignant neoplasm of other parts of pancreas
82022	Closed fracture of subtrochanteric section of neck of femur	ICD10_code:S7226XA:phenoname:Nondisplaced subtrochanteric fracture of unspecified femur, initial encounter for closed fracture|ICD10_code:S7223XA:phenoname:Displaced subtrochanteric fracture of unspecified femur, initial encounter for closed fracture
9109	Other and unspecified superficial injury of face, neck, and scalp, infected	ICD10_code:S1090XA:phenoname:Unspecified superficial injury of unspecified part of neck, initial encounter|ICD10_code:S0090XA:phenoname:Unspecified superficial injury of unspecified part of head, initial encounter|ICD10_code:L0889:phenoname:Other specified local infections of the skin and subcutaneous tissue
65403	Congenital abnormalities of uterus, antepartum condition or complication	ICD10_code:O3403:phenoname:Maternal care for unspecified congenital malformation of uterus, third trimester|ICD10_code:O3402:phenoname:Maternal care for unspecified congenital malformation of uterus, second trimester|ICD10_code:O3401:phenoname:Maternal care for unspecified congenital malformation of uterus, first trimester
41511	Iatrogenic pulmonary embolism and infarction	ICD10_code:T82818A:phenoname:Embolism due to vascular prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82817A:phenoname:Embolism due to cardiac prosthetic devices, implants and grafts, initial encounter|ICD10_code:T8172XA:phenoname:Complication of vein following a procedure, not elsewhere classified, initial encounter|ICD10_code:T81718A:phenoname:Complication of other artery following a procedure, not elsewhere classified, initial encounter|ICD10_code:T800XXA:phenoname:Air embolism following infusion, transfusion and therapeutic injection, initial encounter|ICD10_code:I2699:phenoname:Other pulmonary embolism without acute cor pulmonale|ICD10_code:I2690:phenoname:Septic pulmonary embolism without acute cor pulmonale
81404	Closed fracture of pisiform bone of wrist	ICD10_code:S62166A:phenoname:Nondisplaced fracture of pisiform, unspecified wrist, initial encounter for closed fracture|ICD10_code:S62163A:phenoname:Displaced fracture of pisiform, unspecified wrist, initial encounter for closed fracture
82111	Open fracture of shaft of femur	ICD10_code:S72309C:phenoname:Unspecified fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC|ICD10_code:S72309B:phenoname:Unspecified fracture of shaft of unspecified femur, initial encounter for open fracture type I or II
6398	Other specified complications following abortion or ectopic and molar pregnancy	ICD10_code:O0889:phenoname:Other complications following an ectopic and molar pregnancy|ICD10_code:O0883:phenoname:Urinary tract infection following an ectopic and molar pregnancy|ICD10_code:O0881:phenoname:Cardiac arrest following an ectopic and molar pregnancy|ICD10_code:O087:phenoname:Other venous complications following an ectopic and molar pregnancy
9620	Poisoning by adrenal cortical steroids	ICD10_code:T500X4A:phenoname:Poisoning by mineralocorticoids and their antagonists, undetermined, initial encounter|ICD10_code:T500X3A:phenoname:Poisoning by mineralocorticoids and their antagonists, assault, initial encounter|ICD10_code:T500X2A:phenoname:Poisoning by mineralocorticoids and their antagonists, intentional self-harm, initial encounter|ICD10_code:T500X1A:phenoname:Poisoning by mineralocorticoids and their antagonists, accidental (unintentional), initial encounter|ICD10_code:T380X4A:phenoname:Poisoning by glucocorticoids and synthetic analogues, undetermined, initial encounter|ICD10_code:T380X3A:phenoname:Poisoning by glucocorticoids and synthetic analogues, assault, initial encounter|ICD10_code:T380X2A:phenoname:Poisoning by glucocorticoids and synthetic analogues, intentional self-harm, initial encounter|ICD10_code:T380X1A:phenoname:Poisoning by glucocorticoids and synthetic analogues, accidental (unintentional), initial encounter
2830	Autoimmune hemolytic anemias	ICD10_code:D591:phenoname:Other autoimmune hemolytic anemias|ICD10_code:D590:phenoname:Drug-induced autoimmune hemolytic anemia
6828	Cellulitis and abscess of other specified sites	ICD10_code:L03898:phenoname:Acute lymphangitis of other sites|ICD10_code:L03891:phenoname:Acute lymphangitis of head [any part, except face]|ICD10_code:L03818:phenoname:Cellulitis of other sites|ICD10_code:L03811:phenoname:Cellulitis of head [any part, except face]
64121	Premature separation of placenta, delivered, with or without mention of antepartum condition	ICD10_code:O4593:phenoname:Premature separation of placenta, unspecified, third trimester|ICD10_code:O4592:phenoname:Premature separation of placenta, unspecified, second trimester|ICD10_code:O4591:phenoname:Premature separation of placenta, unspecified, first trimester|ICD10_code:O458X3:phenoname:Other premature separation of placenta, third trimester|ICD10_code:O458X2:phenoname:Other premature separation of placenta, second trimester|ICD10_code:O458X1:phenoname:Other premature separation of placenta, first trimester
64254	Severe pre-eclampsia, postpartum condition or complication	ICD10_code:O1425:phenoname:HELLP syndrome, complicating the puerperium|ICD10_code:O1423:phenoname:HELLP syndrome (HELLP), third trimester|ICD10_code:O1422:phenoname:HELLP syndrome (HELLP), second trimester|ICD10_code:O1415:phenoname:Severe pre-eclampsia, complicating the puerperium|ICD10_code:O1413:phenoname:Severe pre-eclampsia, third trimester|ICD10_code:O1412:phenoname:Severe pre-eclampsia, second trimester
9932	Other and unspecified effects of high altitude	ICD10_code:T7029XA:phenoname:Other effects of high altitude, initial encounter|ICD10_code:T7020XA:phenoname:Unspecified effects of high altitude, initial encounter
99659	Mechanical complication due to other implant and internal device, not elsewhere classified	ICD10_code:T85698A:phenoname:Other mechanical complication of other specified internal prosthetic devices, implants and grafts, initial encounter|ICD10_code:T85692A:phenoname:Other mechanical complication of permanent sutures, initial encounter|ICD10_code:T85590A:phenoname:Other mechanical complication of bile duct prosthesis, initial encounter|ICD10_code:T85398A:phenoname:Other mechanical complication of other ocular prosthetic devices, implants and grafts, initial encounter
9984	Foreign body accidentally left during a procedure	ICD10_code:T81539A:phenoname:Perforation due to foreign body accidentally left in body following unspecified procedure, initial encounter|ICD10_code:T81529A:phenoname:Obstruction due to foreign body accidentally left in body following unspecified procedure, initial encounter|ICD10_code:T81519A:phenoname:Adhesions due to foreign body accidentally left in body following unspecified procedure, initial encounter|ICD10_code:T81509A:phenoname:Unspecified complication of foreign body accidentally left in body following unspecified procedure, initial encounter
36236	Venous tributary (branch) occlusion	ICD10_code:H348392:phenoname:Tributary (branch) retinal vein occlusion, unspecified eye, stable|ICD10_code:H348391:phenoname:Tributary (branch) retinal vein occlusion, unspecified eye, with retinal neovascularization|ICD10_code:H348390:phenoname:Tributary (branch) retinal vein occlusion, unspecified eye, with macular edema|ICD10_code:H348332:phenoname:Tributary (branch) retinal vein occlusion, bilateral, stable|ICD10_code:H348331:phenoname:Tributary (branch) retinal vein occlusion, bilateral, with retinal neovascularization|ICD10_code:H348330:phenoname:Tributary (branch) retinal vein occlusion, bilateral, with macular edema|ICD10_code:H348322:phenoname:Tributary (branch) retinal vein occlusion, left eye, stable|ICD10_code:H348321:phenoname:Tributary (branch) retinal vein occlusion, left eye, with retinal neovascularization|ICD10_code:H348320:phenoname:Tributary (branch) retinal vein occlusion, left eye, with macular edema|ICD10_code:H348312:phenoname:Tributary (branch) retinal vein occlusion, right eye, stable|ICD10_code:H348311:phenoname:Tributary (branch) retinal vein occlusion, right eye, with retinal neovascularization|ICD10_code:H348310:phenoname:Tributary (branch) retinal vein occlusion, right eye, with macular edema
82002	Closed fracture of midcervical section of neck of femur	ICD10_code:S72036A:phenoname:Nondisplaced midcervical fracture of unspecified femur, initial encounter for closed fracture|ICD10_code:S72033A:phenoname:Displaced midcervical fracture of unspecified femur, initial encounter for closed fracture
65813	Premature rupture of membranes, antepartum condition or complication	ICD10_code:O42013:phenoname:Preterm premature rupture of membranes, onset of labor within 24 hours of rupture, third trimester|ICD10_code:O42012:phenoname:Preterm premature rupture of membranes, onset of labor within 24 hours of rupture, second trimester|ICD10_code:O42011:phenoname:Preterm premature rupture of membranes, onset of labor within 24 hours of rupture, first trimester
87201	Open wound of auricle, ear, without mention of complication	ICD10_code:S08129A:phenoname:Partial traumatic amputation of unspecified ear, initial encounter|ICD10_code:S08119A:phenoname:Complete traumatic amputation of unspecified ear, initial encounter|ICD10_code:S01309A:phenoname:Unspecified open wound of unspecified ear, initial encounter
9962	Mechanical complication of nervous system device, implant, and graft	ICD10_code:T85199A:phenoname:Other mechanical complication of other implanted electronic stimulator of nervous system, initial encounter|ICD10_code:T85193A:phenoname:Other mechanical complication of implanted electronic neurostimulator, generator, initial encounter|ICD10_code:T85192A:phenoname:Other mechanical complication of implanted electronic neurostimulator of spinal cord electrode (lead), initial encounter|ICD10_code:T85190A:phenoname:Other mechanical complication of implanted electronic neurostimulator of brain electrode (lead), initial encounter|ICD10_code:T8509XA:phenoname:Other mechanical complication of ventricular intracranial (communicating) shunt, initial encounter
5583	Allergic gastroenteritis and colitis	ICD10_code:K5229:phenoname:Other allergic and dietetic gastroenteritis and colitis|ICD10_code:K5222:phenoname:Food protein-induced enteropathy|ICD10_code:K5221:phenoname:Food protein-induced enterocolitis syndrome
6142	Salpingitis and oophoritis not specified as acute, subacute, or chronic	ICD10_code:N7093:phenoname:Salpingitis and oophoritis, unspecified|ICD10_code:N7092:phenoname:Oophoritis, unspecified|ICD10_code:N7091:phenoname:Salpingitis, unspecified
52320	Gingival recession, unspecified	ICD10_code:K06020:phenoname:Generalized gingival recession, unspecified|ICD10_code:K06010:phenoname:Localized gingival recession, unspecified
6851	Pilonidal cyst without mention of abscess	ICD10_code:L0592:phenoname:Pilonidal sinus without abscess|ICD10_code:L0591:phenoname:Pilonidal cyst without abscess
64113	Hemorrhage from placenta previa, antepartum condition or complication	ICD10_code:O4453:phenoname:Low lying placenta with hemorrhage, third trimester|ICD10_code:O4452:phenoname:Low lying placenta with hemorrhage, second trimester|ICD10_code:O4451:phenoname:Low lying placenta with hemorrhage, first trimester|ICD10_code:O4433:phenoname:Partial placenta previa with hemorrhage, third trimester|ICD10_code:O4432:phenoname:Partial placenta previa with hemorrhage, second trimester|ICD10_code:O4431:phenoname:Partial placenta previa with hemorrhage, first trimester|ICD10_code:O4413:phenoname:Complete placenta previa with hemorrhage, third trimester|ICD10_code:O4412:phenoname:Complete placenta previa with hemorrhage, second trimester|ICD10_code:O4411:phenoname:Complete placenta previa with hemorrhage, first trimester
64673	Liver and biliary tract disorders in pregnancy, antepartum condition or complication	ICD10_code:O26613:phenoname:Liver and biliary tract disorders in pregnancy, third trimester|ICD10_code:O26612:phenoname:Liver and biliary tract disorders in pregnancy, second trimester|ICD10_code:O26611:phenoname:Liver and biliary tract disorders in pregnancy, first trimester
7574	Specified anomalies of hair	ICD10_code:Q842:phenoname:Other congenital malformations of hair|ICD10_code:Q841:phenoname:Congenital morphological disturbances of hair, not elsewhere classified|ICD10_code:Q840:phenoname:Congenital alopecia
81241	Closed supracondylar fracture of humerus	ICD10_code:S42416A:phenoname:Nondisplaced simple supracondylar fracture without intercondylar fracture of unspecified humerus, initial encounter for closed fracture|ICD10_code:S42413A:phenoname:Displaced simple supracondylar fracture without intercondylar fracture of unspecified humerus, initial encounter for closed fracture
5981	Traumatic urethral stricture	ICD10_code:N35028:phenoname:Other post-traumatic urethral stricture, female|ICD10_code:N35014:phenoname:Post-traumatic urethral stricture, male, unspecified
27509	Other disorders of iron metabolism	ICD10_code:E8319:phenoname:Other disorders of iron metabolism|ICD10_code:E8310:phenoname:Disorder of iron metabolism, unspecified
64403	Threatened premature labor, antepartum condition or complication	ICD10_code:O6003:phenoname:Preterm labor without delivery, third trimester|ICD10_code:O6002:phenoname:Preterm labor without delivery, second trimester
36202	Proliferative diabetic retinopathy	ICD10_code:E113599:phenoname:Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye|ICD10_code:E113593:phenoname:Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral|ICD10_code:E113592:phenoname:Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye|ICD10_code:E113591:phenoname:Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye
9556	Injury to digital nerve, upper limb	ICD10_code:S6440XA:phenoname:Injury of digital nerve of unspecified finger, initial encounter|ICD10_code:S6430XA:phenoname:Injury of digital nerve of unspecified thumb, initial encounter
64101	Placenta previa without hemorrhage, delivered, with or without mention of antepartum condition	ICD10_code:O4443:phenoname:Low lying placenta NOS or without hemorrhage, third trimester|ICD10_code:O4442:phenoname:Low lying placenta NOS or without hemorrhage, second trimester|ICD10_code:O4441:phenoname:Low lying placenta NOS or without hemorrhage, first trimester|ICD10_code:O4423:phenoname:Partial placenta previa NOS or without hemorrhage, third trimester|ICD10_code:O4422:phenoname:Partial placenta previa NOS or without hemorrhage, second trimester|ICD10_code:O4421:phenoname:Partial placenta previa NOS or without hemorrhage, first trimester|ICD10_code:O4403:phenoname:Complete placenta previa NOS or without hemorrhage, third trimester|ICD10_code:O4402:phenoname:Complete placenta previa NOS or without hemorrhage, second trimester|ICD10_code:O4401:phenoname:Complete placenta previa NOS or without hemorrhage, first trimester
34540	Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy	ICD10_code:G40209:phenoname:Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, not intractable, without status epilepticus|ICD10_code:G40201:phenoname:Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, not intractable, with status epilepticus
36206	Severe nonproliferative diabetic retinopathy	ICD10_code:E113499:phenoname:Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye|ICD10_code:E113493:phenoname:Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral|ICD10_code:E113492:phenoname:Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye|ICD10_code:E113491:phenoname:Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye
1122	Candidiasis of other urogenital sites	ICD10_code:B3749:phenoname:Other urogenital candidiasis|ICD10_code:B3742:phenoname:Candidal balanitis
1720	Malignant melanoma of skin of lip	ICD10_code:D030:phenoname:Melanoma in situ of lip|ICD10_code:C430:phenoname:Malignant melanoma of lip
9631	Poisoning by antineoplastic and immunosuppressive drugs	ICD10_code:T451X4A:phenoname:Poisoning by antineoplastic and immunosuppressive drugs, undetermined, initial encounter|ICD10_code:T451X3A:phenoname:Poisoning by antineoplastic and immunosuppressive drugs, assault, initial encounter|ICD10_code:T451X2A:phenoname:Poisoning by antineoplastic and immunosuppressive drugs, intentional self-harm, initial encounter|ICD10_code:T451X1A:phenoname:Poisoning by antineoplastic and immunosuppressive drugs, accidental (unintentional), initial encounter
37832	Hypotropia	ICD10_code:H5022:phenoname:Vertical strabismus, left eye|ICD10_code:H5021:phenoname:Vertical strabismus, right eye
65441	Other abnormalities in shape or position of gravid uterus and of neighboring structures, delivered, with or without mention of antepartum condition	ICD10_code:O34593:phenoname:Maternal care for other abnormalities of gravid uterus, third trimester|ICD10_code:O34592:phenoname:Maternal care for other abnormalities of gravid uterus, second trimester|ICD10_code:O34591:phenoname:Maternal care for other abnormalities of gravid uterus, first trimester|ICD10_code:O34523:phenoname:Maternal care for prolapse of gravid uterus, third trimester|ICD10_code:O34522:phenoname:Maternal care for prolapse of gravid uterus, second trimester|ICD10_code:O34521:phenoname:Maternal care for prolapse of gravid uterus, first trimester
64801	Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition	ICD10_code:O2492:phenoname:Unspecified diabetes mellitus in childbirth|ICD10_code:O24913:phenoname:Unspecified diabetes mellitus in pregnancy, third trimester|ICD10_code:O24912:phenoname:Unspecified diabetes mellitus in pregnancy, second trimester|ICD10_code:O24911:phenoname:Unspecified diabetes mellitus in pregnancy, first trimester|ICD10_code:O2432:phenoname:Unspecified pre-existing diabetes mellitus in childbirth
9553	Injury to radial nerve	ICD10_code:S6420XA:phenoname:Injury of radial nerve at wrist and hand level of unspecified arm, initial encounter|ICD10_code:S5420XA:phenoname:Injury of radial nerve at forearm level, unspecified arm, initial encounter|ICD10_code:S4420XA:phenoname:Injury of radial nerve at upper arm level, unspecified arm, initial encounter
65811	Premature rupture of membranes, delivered, with or without mention of antepartum condition	ICD10_code:O4202:phenoname:Full-term premature rupture of membranes, onset of labor within 24 hours of rupture|ICD10_code:O42013:phenoname:Preterm premature rupture of membranes, onset of labor within 24 hours of rupture, third trimester|ICD10_code:O42012:phenoname:Preterm premature rupture of membranes, onset of labor within 24 hours of rupture, second trimester|ICD10_code:O42011:phenoname:Preterm premature rupture of membranes, onset of labor within 24 hours of rupture, first trimester|ICD10_code:O4200:phenoname:Premature rupture of membranes, onset of labor within 24 hours of rupture, unspecified weeks of gestation
94417	Erythema [first degree] of wrist	ICD10_code:T23579A:phenoname:Corrosion of first degree of unspecified wrist, initial encounter|ICD10_code:T23179A:phenoname:Burn of first degree of unspecified wrist, initial encounter
94423	Blisters, epidermal loss [second degree] of two or more digits of hand, not including thumb	ICD10_code:T23639A:phenoname:Corrosion of second degree of unspecified multiple fingers (nail), not including thumb, initial encounter|ICD10_code:T23239A:phenoname:Burn of second degree of unspecified multiple fingers (nail), not including thumb, initial encounter
9800	Toxic effect of ethyl alcohol	ICD10_code:T510X4A:phenoname:Toxic effect of ethanol, undetermined, initial encounter|ICD10_code:T510X3A:phenoname:Toxic effect of ethanol, assault, initial encounter|ICD10_code:T510X2A:phenoname:Toxic effect of ethanol, intentional self-harm, initial encounter|ICD10_code:T510X1A:phenoname:Toxic effect of ethanol, accidental (unintentional), initial encounter
6819	Cellulitis and abscess of unspecified digit	ICD10_code:L03049:phenoname:Acute lymphangitis of unspecified toe|ICD10_code:L03039:phenoname:Cellulitis of unspecified toe|ICD10_code:L03029:phenoname:Acute lymphangitis of unspecified finger|ICD10_code:L03019:phenoname:Cellulitis of unspecified finger
64701	Syphilis of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition	ICD10_code:O9812:phenoname:Syphilis complicating childbirth|ICD10_code:O98113:phenoname:Syphilis complicating pregnancy, third trimester|ICD10_code:O98112:phenoname:Syphilis complicating pregnancy, second trimester|ICD10_code:O98111:phenoname:Syphilis complicating pregnancy, first trimester
74739	Other anomalies of pulmonary artery and pulmonary circulation	ICD10_code:Q2579:phenoname:Other congenital malformations of pulmonary artery|ICD10_code:Q256:phenoname:Stenosis of pulmonary artery
75169	Other anomalies of gallbladder, bile ducts, and liver	ICD10_code:Q447:phenoname:Other congenital malformations of liver|ICD10_code:Q445:phenoname:Other congenital malformations of bile ducts|ICD10_code:Q444:phenoname:Choledochal cyst|ICD10_code:Q441:phenoname:Other congenital malformations of gallbladder
78703	Vomiting alone	ICD10_code:R1112:phenoname:Projectile vomiting|ICD10_code:R1111:phenoname:Vomiting without nausea|ICD10_code:R1110:phenoname:Vomiting, unspecified
5589	Other and unspecified noninfectious gastroenteritis and colitis	ICD10_code:K529:phenoname:Noninfective gastroenteritis and colitis, unspecified|ICD10_code:K5289:phenoname:Other specified noninfective gastroenteritis and colitis|ICD10_code:K523:phenoname:Indeterminate colitis
9330	Foreign body in pharynx	ICD10_code:T17298A:phenoname:Other foreign object in pharynx causing other injury, initial encounter|ICD10_code:T17290A:phenoname:Other foreign object in pharynx causing asphyxiation, initial encounter|ICD10_code:T17228A:phenoname:Food in pharynx causing other injury, initial encounter|ICD10_code:T17220A:phenoname:Food in pharynx causing asphyxiation, initial encounter|ICD10_code:T17218A:phenoname:Gastric contents in pharynx causing other injury, initial encounter|ICD10_code:T17210A:phenoname:Gastric contents in pharynx causing asphyxiation, initial encounter|ICD10_code:T17208A:phenoname:Unspecified foreign body in pharynx causing other injury, initial encounter|ICD10_code:T17200A:phenoname:Unspecified foreign body in pharynx causing asphyxiation, initial encounter
2712	Hereditary fructose intolerance	ICD10_code:E7412:phenoname:Hereditary fructose intolerance|ICD10_code:E7411:phenoname:Essential fructosuria
2112	Benign neoplasm of duodenum, jejunum, and ileum	ICD10_code:D1339:phenoname:Benign neoplasm of other parts of small intestine|ICD10_code:D1330:phenoname:Benign neoplasm of unspecified part of small intestine|ICD10_code:D132:phenoname:Benign neoplasm of duodenum
81302	Closed fracture of coronoid process of ulna	ICD10_code:S52046A:phenoname:Nondisplaced fracture of coronoid process of unspecified ulna, initial encounter for closed fracture|ICD10_code:S52043A:phenoname:Displaced fracture of coronoid process of unspecified ulna, initial encounter for closed fracture
9600	Poisoning by penicillins	ICD10_code:T360X4A:phenoname:Poisoning by penicillins, undetermined, initial encounter|ICD10_code:T360X3A:phenoname:Poisoning by penicillins, assault, initial encounter|ICD10_code:T360X2A:phenoname:Poisoning by penicillins, intentional self-harm, initial encounter|ICD10_code:T360X1A:phenoname:Poisoning by penicillins, accidental (unintentional), initial encounter
5180	Pulmonary collapse	ICD10_code:J9819:phenoname:Other pulmonary collapse|ICD10_code:J9811:phenoname:Atelectasis
7566	Anomalies of diaphragm	ICD10_code:Q791:phenoname:Other congenital malformations of diaphragm|ICD10_code:Q790:phenoname:Congenital diaphragmatic hernia
6254	Premenstrual tension syndromes	ICD10_code:N943:phenoname:Premenstrual tension syndrome|ICD10_code:F3281:phenoname:Premenstrual dysphoric disorder
